a,b,LABEL
0.79976,4.93576,Fatal
0.1918,6.80343,Ok
0.91195,4.48995,Fatal
0.92515,1.43625,Ok
0.91132,4.90459,Fatal
0.87736,4.2791,Fatal
-0.07909,1.15666,Ok
0.28474,6.94544,Ok
-0.29534,5.77565,Fatal
0.192,7.38746,Ok
-0.2514,5.68069,Fatal
0.86348,4.70872,Fatal
-0.37027,5.98941,Fatal
-0.31026,5.88652,Fatal
-0.33305,6.00134,Fatal
-0.24136,5.71195,Fatal
0.23597,7.19716,Ok
0.87265,4.48513,Fatal
0.19873,7.4924,Ok
0.8842,1.20404,Ok
0.90766,4.92146,Fatal
0.27205,7.0394,Ok
-0.33813,5.91112,Fatal
0.84396,4.22701,Fatal
0.94736,1.27391,Ok
-0.10178,1.28371,Ok
-0.10528,1.47914,Ok
0.06456,7.02892,Ok
0.89299,4.72851,Fatal
0.94845,4.71394,Fatal
0.29518,6.27531,Ok
0.23008,6.99716,Ok
0.886,4.49712,Fatal
0.93486,1.12845,Ok
0.93506,4.88379,Fatal
-0.0793,1.62958,Ok
-0.05502,1.92976,Ok
0.23091,6.56938,Ok
0.78397,1.30943,Ok
0.79386,4.87796,Fatal
-0.03161,1.37468,Ok
-0.17664,1.4897,Ok
0.9299,4.69776,Fatal
-0.16672,1.44252,Ok
0.88521,1.06639,Ok
-0.29243,6.03593,Fatal
0.8182,5.05753,Fatal
0.85359,4.60711,Fatal
0.15074,6.73045,Ok
0.20019,7.02684,Ok
-0.11402,1.61616,Ok
0.20096,6.9481,Ok
0.29123,6.58433,Ok
0.84131,4.80926,Fatal
-0.11564,1.56087,Ok
-0.06355,1.28844,Ok
0.86487,1.39065,Ok
0.79417,4.6823,Fatal
0.90491,1.61116,Ok
-0.2854,5.56946,Fatal
-0.30279,5.65827,Fatal
0.83383,4.70446,Fatal
-0.29566,5.92631,Fatal
0.19865,7.11828,Ok
0.8573,4.18712,Fatal
0.90597,4.62603,Fatal
0.86767,4.76208,Fatal
-0.13452,1.53058,Ok
-0.08625,1.26631,Ok
-0.08825,2.05425,Ok
-0.31663,6.06954,Fatal
0.83287,4.35238,Fatal
-0.26113,6.02519,Fatal
-0.34884,5.78015,Fatal
0.89313,4.33122,Fatal
0.18053,7.13483,Ok
0.92266,1.10145,Ok
-0.13014,1.2469,Ok
0.90355,1.79762,Ok
0.26387,7.29837,Ok
-0.72574,0.24717,Ok
0.83128,4.57148,Fatal
-0.10281,1.04368,Ok
-0.08327,1.42384,Ok
-0.2076,1.65883,Ok
0.89079,1.53128,Ok
0.1348,6.53947,Ok
-0.18543,1.32166,Ok
0.85137,4.58445,Fatal
-0.06605,1.58646,Ok
0.80991,4.73925,Fatal
0.15325,6.43571,Ok
0.91648,4.49443,Fatal
-0.31702,5.99816,Fatal
0.85443,4.25154,Fatal
0.84794,4.7709,Fatal
0.98458,1.50985,Ok
0.89583,4.60625,Fatal
0.9231,1.54996,Ok
0.90408,1.0285,Ok
-0.09701,1.95594,Ok
-0.42479,5.50969,Fatal
0.97411,1.43526,Ok
0.95144,1.56209,Ok
0.91095,1.20277,Ok
0.90649,1.27747,Ok
0.23935,7.06185,Ok
0.3131,7.35773,Ok
-0.29143,6.1137,Fatal
0.9946,1.43816,Ok
0.82506,4.88165,Fatal
-0.38825,6.29506,Fatal
-0.07317,1.55606,Ok
0.87614,1.02034,Ok
0.91479,5.01517,Fatal
0.93301,1.27334,Ok
0.82509,4.5765,Fatal
0.95894,1.62102,Ok
-0.15423,1.56387,Ok
0.23704,6.7918,Ok
-0.30022,5.38846,Fatal
0.93937,4.67523,Fatal
0.29724,6.92265,Ok
-0.35556,7.92668,Fatal
-0.28183,6.10929,Fatal
0.95077,4.38886,Fatal
-0.11145,1.76125,Ok
-0.30059,5.91752,Fatal
0.15847,6.80589,Ok
-0.38885,5.99758,Fatal
0.28958,7.09922,Ok
-0.20788,5.82575,Fatal
0.91609,4.81575,Fatal
-0.33615,5.87662,Fatal
0.85409,4.23635,Fatal
0.32743,7.12213,Ok
-0.32188,5.37643,Fatal
0.96549,1.60812,Ok
0.88288,4.43019,Fatal
0.21314,7.16443,Fatal
-0.33453,0.09777,Fatal
-0.34287,5.66946,Fatal
-0.16222,1.5193,Ok
0.93849,1.0946,Ok
-0.13311,1.93356,Ok
-0.28461,5.82461,Fatal
0.19086,6.95436,Ok
-0.10662,1.37515,Ok
-0.06731,1.78812,Ok
0.20273,7.0473,Ok
0.28624,7.3285,Ok
-0.38143,5.32704,Fatal
0.90693,1.47799,Ok
0.83276,4.63902,Fatal
0.84758,4.70135,Fatal
0.90212,1.23274,Ok
-0.28927,5.34874,Fatal
0.90529,1.22495,Ok
0.16526,6.37311,Ok
0.2846,6.84747,Ok
-0.28216,5.7071,Fatal
0.83095,4.67653,Fatal
0.91253,4.18738,Fatal
0.82604,4.63754,Fatal
-0.29511,6.10433,Fatal
0.2127,6.98995,Ok
-0.06603,1.38141,Ok
0.84091,4.38889,Fatal
0.26685,7.5098,Ok
0.21936,7.19206,Ok
0.8995,4.53922,Fatal
0.24457,7.208,Ok
0.82051,4.20482,Fatal
0.1106,7.11119,Ok
0.86441,4.31712,Fatal
-0.03893,1.55195,Ok
0.77562,4.43839,Fatal
0.24673,7.23212,Ok
0.84172,1.03656,Ok
-0.17159,1.48834,Ok
-0.31249,5.53149,Fatal
0.87983,1.18316,Ok
0.17515,6.90252,Ok
-0.10316,1.95834,Ok
0.24123,6.78337,Ok
0.96429,1.24258,Ok
0.81834,5.04838,Fatal
0.20382,6.76781,Ok
0.87723,1.36489,Ok
0.88411,0.93922,Ok
0.28922,6.61474,Ok
0.90844,1.41405,Ok
-0.09814,1.72927,Ok
-0.2392,5.56039,Fatal
-0.25541,5.2841,Fatal
0.91197,4.5835,Fatal
0.86194,4.79826,Fatal
-0.1821,2.09199,Ok
-0.11884,1.81574,Ok
0.83435,1.30539,Ok
0.26162,7.29194,Ok
1.06882,1.38024,Ok
0.80479,4.4278,Fatal
0.94251,1.73269,Ok
0.87901,1.59028,Ok
0.22986,7.00073,Ok
0.90567,1.31017,Ok
-0.03297,1.48912,Ok
0.17379,6.75087,Ok
-0.10442,1.63435,Ok
0.8313,4.69646,Fatal
0.7748,4.49931,Fatal
-0.34234,6.15532,Fatal
0.20068,7.17448,Ok
0.17721,6.66517,Ok
0.91056,4.65839,Fatal
0.87186,4.98557,Fatal
-0.31525,6.04982,Fatal
0.94159,1.27078,Ok
-0.12024,1.35671,Ok
0.87841,1.70435,Ok
-0.14609,1.16739,Ok
0.24852,6.94803,Ok
0.25562,6.94742,Ok
0.18372,6.74351,Ok
0.90556,4.60199,Fatal
-0.08492,1.70841,Ok
0.87492,1.77031,Ok
-0.16991,1.8,Ok
-0.12291,1.65004,Ok
-0.14034,1.28229,Ok
0.80694,4.46863,Fatal
0.02324,8.69631,Ok
0.21727,7.01542,Ok
0.3287,7.0338,Ok
0.90454,4.40075,Fatal
0.87198,4.60431,Fatal
0.90568,1.4466,Ok
-0.3244,5.88516,Fatal
0.8681,1.40741,Ok
-0.07504,1.74948,Ok
0.32379,7.45005,Ok
-0.09834,1.53023,Ok
0.9254,4.66819,Fatal
-0.07066,2.00372,Ok
0.90765,1.45871,Ok
-0.38148,5.88535,Fatal
0.83634,4.59836,Fatal
0.9039,1.53627,Ok
-0.27174,5.82395,Fatal
-0.27352,5.58639,Fatal
-0.18671,1.4528,Ok
-0.39602,6.01866,Fatal
-0.27501,5.76934,Fatal
0.18859,6.61985,Ok
-0.15578,1.83875,Ok
-0.09456,1.20903,Ok
0.90204,4.75553,Fatal
0.79349,4.41147,Fatal
-0.28514,5.79991,Fatal
0.78355,4.84121,Fatal
-0.07657,1.84269,Ok
0.9495,1.46238,Ok
0.22835,7.2248,Ok
-0.3162,5.61126,Fatal
-0.39609,5.75384,Fatal
0.82662,4.36023,Fatal
-0.07001,1.8429,Ok
-0.24603,6.1211,Fatal
0.20185,6.6474,Ok
0.93878,4.69094,Fatal
0.92581,4.81943,Fatal
0.87503,7.84214,Fatal
0.88614,1.12857,Ok
0.92632,4.34655,Fatal
0.8745,1.33018,Ok
0.18874,6.88534,Ok
-0.25513,5.90167,Fatal
0.97214,1.05963,Ok
0.92696,4.43694,Fatal
0.18835,7.28946,Ok
0.83973,4.55716,Fatal
0.83686,4.60207,Fatal
0.86445,4.88885,Fatal
0.12773,6.65622,Ok
0.19838,7.02838,Ok
-0.08476,1.841,Ok
0.90832,4.81642,Fatal
-0.1428,1.60056,Ok
0.23519,6.92303,Ok
0.8496,1.14374,Ok
0.90731,4.63338,Fatal
-0.28357,6.13286,Fatal
0.81999,4.48336,Fatal
0.15096,6.6124,Ok
-0.31124,6.15794,Fatal
0.89682,4.81907,Fatal
-0.30634,5.90611,Fatal
0.23565,6.75154,Ok
0.30129,7.55039,Ok
-0.10461,2.0854,Ok
0.81995,4.55551,Fatal
-0.06557,1.62743,Ok
0.94998,1.18001,Ok
0.23842,6.88805,Ok
0.87238,4.67089,Fatal
0.94654,4.67441,Fatal
0.23326,7.09336,Ok
1.00307,4.69949,Fatal
0.90377,4.38966,Fatal
0.26286,6.94042,Ok
-0.08664,1.72158,Ok
0.88098,1.49488,Ok
0.29724,6.90072,Ok
0.99445,1.44365,Ok
0.12649,7.06966,Ok
-0.24898,6.13474,Fatal
0.17975,6.75796,Ok
0.19454,7.21046,Ok
0.91919,4.64639,Fatal
0.91384,1.03801,Ok
-0.28933,6.0013,Fatal
-0.07261,1.70678,Ok
0.23017,6.65339,Ok
0.90446,1.54277,Ok
-0.29643,5.48826,Fatal
0.20943,6.13163,Ok
-0.29782,5.97388,Fatal
0.92723,4.55137,Fatal
-0.34963,5.18646,Fatal
0.83896,5.02248,Fatal
-0.07261,1.43501,Ok
0.98881,1.96961,Ok
-0.2262,5.92054,Fatal
0.82677,1.2879,Ok
1.04458,1.38291,Ok
0.98574,1.48217,Ok
0.91269,1.28634,Ok
0.84696,1.19951,Ok
0.89325,4.40068,Fatal
-0.10302,1.72871,Ok
0.22191,6.64115,Ok
-0.10649,1.55165,Ok
-0.34604,5.90506,Fatal
0.27956,6.94345,Ok
-0.23524,1.60328,Ok
-0.07654,1.7154,Ok
0.85137,4.57849,Fatal
-0.08521,1.46323,Ok
0.89918,4.86808,Fatal
0.90302,4.64539,Fatal
-0.01775,1.63912,Ok
-0.27629,5.86315,Fatal
0.93028,4.99637,Fatal
-0.32277,5.73748,Fatal
-0.29918,5.94659,Fatal
-0.29304,6.16115,Fatal
0.92172,1.16038,Ok
0.87803,4.90703,Fatal
0.21265,7.02403,Ok
0.99754,1.35814,Ok
0.93246,1.11468,Ok
0.92908,4.68399,Fatal
-0.11083,1.8159,Ok
0.92462,4.62411,Fatal
-0.30161,6.12776,Fatal
-0.13217,1.22976,Ok
-0.13093,1.34426,Ok
0.21937,6.92312,Ok
0.89397,4.74404,Fatal
0.84548,4.54786,Fatal
0.87227,4.40936,Fatal
0.87189,4.69344,Fatal
-0.16596,1.42969,Ok
-0.12119,1.46395,Ok
-0.12349,1.35651,Ok
0.19579,7.07583,Ok
-0.29608,5.45921,Fatal
0.94997,1.30377,Ok
-0.12175,2.36779,Ok
-0.28845,5.77196,Fatal
-0.37317,5.38224,Fatal
-0.23634,6.03398,Fatal
0.29447,7.30927,Ok
0.26884,7.09481,Ok
0.87393,4.65891,Fatal
0.81239,4.13073,Fatal
-0.33261,5.78624,Fatal
-0.31557,5.44257,Fatal
-0.09749,1.57786,Ok
0.94483,1.52585,Ok
0.94152,4.66062,Fatal
0.19112,7.09246,Ok
0.28549,7.10771,Ok
0.29498,6.92607,Ok
0.25543,7.20561,Ok
-0.34805,8.58447,Fatal
0.28193,7.27477,Ok
0.93002,4.13999,Fatal
0.84785,1.37259,Ok
0.90532,4.58566,Fatal
-0.1437,1.63889,Ok
0.84299,0.95486,Ok
0.91503,1.42097,Ok
0.21717,6.71304,Ok
0.94613,0.91388,Ok
0.20874,6.97337,Ok
0.93433,1.2734,Ok
-0.32902,5.75773,Fatal
0.25098,6.69999,Ok
-0.24936,5.74868,Fatal
-0.15631,1.94796,Ok
0.25662,6.81119,Ok
0.22196,2.41044,Fatal
0.97451,0.7038,Ok
0.94531,1.3378,Ok
-0.04678,1.17624,Ok
-0.28084,5.45437,Fatal
-0.28447,6.00984,Fatal
0.84009,4.90807,Fatal
-0.28967,5.73876,Fatal
0.86379,0.84245,Ok
0.16692,6.96724,Ok
0.86371,4.43504,Fatal
-0.14984,1.25375,Ok
0.24268,7.48912,Ok
-0.16404,1.7386,Ok
0.81904,4.40216,Fatal
-0.25287,5.82066,Fatal
0.9362,4.38608,Fatal
0.18303,6.83486,Ok
-0.18771,1.36166,Ok
-0.25365,5.96505,Fatal
0.96608,4.52268,Fatal
0.95082,4.88871,Fatal
-0.12471,1.44884,Ok
0.95985,1.83588,Ok
0.24876,7.76156,Ok
-0.15974,1.45486,Ok
-0.36019,5.96825,Fatal
0.24223,7.33675,Ok
0.86229,4.65286,Fatal
0.25401,6.85312,Ok
0.97568,7.83642,Fatal
-0.09434,1.76159,Ok
-0.29332,5.33932,Fatal
1.05089,0.98642,Ok
-0.34075,6.04748,Fatal
-0.13445,1.44884,Ok
0.9541,4.60058,Fatal
0.1646,6.99871,Ok
-0.33533,5.64584,Fatal
0.33731,6.93076,Ok
-0.30535,5.46607,Fatal
-0.1185,1.70042,Ok
0.89535,4.19921,Fatal
0.91018,1.58946,Ok
-0.15371,1.77116,Ok
0.2752,6.78978,Fatal
0.89645,4.7103,Fatal
-0.28681,5.3979,Fatal
0.85175,4.61209,Fatal
-0.14599,1.50224,Ok
0.93683,1.64996,Ok
-0.29022,5.72262,Fatal
-0.16597,1.64,Ok
0.08099,3.07064,Ok
0.95918,4.44537,Fatal
0.18793,6.88308,Ok
-0.19757,5.77438,Fatal
-0.25737,6.00638,Fatal
-0.06838,1.64231,Ok
0.89408,1.05854,Ok
0.22706,6.89458,Ok
0.26489,6.97272,Ok
0.88735,1.11112,Ok
0.29183,7.33361,Ok
0.89509,4.8792,Fatal
0.24312,7.2547,Ok
0.93711,1.48958,Ok
0.27218,7.1862,Ok
0.22862,7.34605,Ok
-0.1343,2.14386,Ok
0.20974,7.10684,Ok
-0.34195,6.15157,Fatal
0.93827,0.83389,Ok
-0.16542,1.80397,Ok
0.85444,1.67446,Ok
0.94589,1.18697,Ok
0.18294,6.82129,Ok
-0.08896,1.63712,Ok
-0.30281,5.89324,Fatal
0.82929,1.7813,Ok
0.97188,4.57522,Fatal
0.92927,1.33757,Ok
-0.33097,5.23427,Fatal
0.00737,2.19827,Ok
0.92888,4.54914,Fatal
0.95563,1.58436,Ok
0.19692,7.1666,Ok
0.84521,0.9112,Ok
-0.03852,1.70222,Ok
0.23621,7.1592,Ok
0.90146,4.59761,Fatal
0.21539,7.03368,Ok
-0.32062,5.99155,Fatal
-0.37608,6.20087,Fatal
-0.34095,5.62855,Fatal
0.18598,7.0667,Ok
-0.14725,1.1962,Ok
0.88506,4.17687,Fatal
-0.04692,1.65551,Ok
-0.21312,6.02156,Fatal
0.19783,6.70816,Ok
0.94581,0.88988,Ok
0.92002,1.60735,Ok
0.90765,1.24007,Ok
-0.17188,1.64338,Ok
-0.26194,5.65249,Fatal
-0.33414,6.09768,Fatal
-0.22257,1.33144,Ok
-0.32756,9.50826,Fatal
0.16269,7.31654,Ok
0.25803,7.16644,Ok
0.85128,4.85539,Fatal
0.195,7.14078,Ok
0.87088,4.38255,Fatal
-0.33569,5.96744,Fatal
-0.25289,5.76976,Fatal
-0.41749,6.2215,Fatal
-0.1267,1.53881,Ok
0.19782,6.50185,Ok
0.22781,7.12208,Ok
-0.35859,5.60362,Fatal
-0.49767,1.28197,Fatal
-0.29135,5.92171,Fatal
0.25264,7.11731,Ok
0.3018,7.00118,Fatal
0.90078,4.69106,Fatal
0.22622,7.27836,Ok
0.8457,4.3453,Fatal
0.85742,4.84221,Fatal
-0.06423,1.57895,Ok
0.19411,7.12857,Ok
-0.06098,1.64605,Ok
-0.16472,1.44902,Ok
-0.32912,5.74431,Fatal
0.13208,7.20334,Ok
0.84673,4.41783,Fatal
-0.07627,1.65042,Ok
0.98557,1.39869,Ok
0.24343,7.30368,Ok
0.83943,1.40061,Ok
0.83502,4.64663,Fatal
-0.14698,1.71208,Ok
-0.26441,5.93864,Fatal
0.11442,6.93749,Ok
0.20015,7.0941,Ok
0.89336,4.37812,Fatal
-0.26194,5.71757,Fatal
-0.2932,5.69379,Fatal
-0.11453,1.98256,Ok
0.86959,4.48149,Fatal
-0.28748,6.43176,Fatal
0.9881,1.42854,Ok
-0.14636,1.50395,Ok
-0.30504,6.17142,Fatal
0.30138,7.04609,Ok
-0.09008,1.78475,Ok
0.82062,4.55454,Fatal
-0.08237,1.59287,Ok
0.82176,1.06915,Ok
0.90688,1.37092,Ok
0.77485,4.54118,Fatal
0.94143,4.37299,Fatal
0.89351,1.16009,Ok
-0.18071,1.83024,Ok
-0.18284,1.71421,Ok
0.89978,4.57229,Fatal
0.90957,1.20152,Ok
0.89883,0.94772,Ok
-0.04148,1.79336,Ok
0.32247,6.95249,Ok
0.87221,1.30092,Ok
0.83523,1.40433,Ok
0.21061,7.24256,Ok
0.88762,1.42193,Ok
0.17082,6.94444,Ok
-0.09871,1.53998,Ok
0.27144,7.23193,Ok
0.26628,7.16694,Ok
-0.37919,5.56914,Fatal
0.84358,1.62896,Ok
0.95429,1.2268,Ok
-0.16644,1.94228,Ok
0.88096,4.50602,Fatal
0.9025,4.73198,Fatal
0.9125,4.33093,Fatal
0.90337,1.23898,Ok
0.24056,7.25594,Ok
-0.07017,1.83497,Ok
0.17278,7.15826,Ok
-0.36158,6.35292,Fatal
0.96759,1.53772,Ok
-0.10332,1.53556,Ok
-0.24831,6.02986,Fatal
0.88072,4.67416,Fatal
0.88313,4.25955,Fatal
0.93551,1.24638,Ok
-0.26409,5.96712,Fatal
0.916,1.28686,Ok
0.84731,5.08117,Fatal
0.90492,4.72951,Fatal
0.16422,6.82477,Ok
0.25567,7.16196,Ok
0.89042,1.3216,Ok
0.21399,7.23578,Ok
-0.05154,1.65212,Ok
-0.14284,1.63094,Ok
-0.25309,6.0969,Fatal
0.82704,1.35169,Ok
-0.14741,1.34648,Ok
0.81769,4.9401,Fatal
-0.1207,1.3936,Ok
0.82809,4.4658,Fatal
-0.08799,1.55073,Ok
-0.17984,1.67211,Ok
0.25658,6.72592,Ok
0.90867,1.17982,Ok
0.86304,1.63858,Ok
0.86902,4.82005,Fatal
-0.09444,1.92138,Ok
0.23755,7.03616,Ok
-0.10026,1.98331,Ok
0.87611,4.5481,Fatal
-0.36275,6.39568,Fatal
0.87584,4.1727,Fatal
-0.31255,5.18802,Fatal
-0.20974,5.64236,Fatal
-0.302,6.01409,Fatal
0.83818,4.3038,Fatal
0.87018,5.01918,Fatal
-0.10221,1.62721,Ok
-0.31969,5.82693,Fatal
0.99407,1.45876,Ok
0.25026,7.18422,Ok
-0.1202,1.68661,Ok
-0.03586,1.99399,Ok
0.23372,7.22514,Ok
-0.29803,6.14794,Fatal
-0.17492,1.34314,Ok
0.89609,1.38363,Ok
0.22658,6.94079,Ok
-0.12897,1.41947,Ok
-0.11214,1.45531,Ok
-0.3638,6.02146,Fatal
-0.07063,1.95452,Ok
0.90745,1.12867,Ok
0.21419,6.91085,Ok
0.91401,4.5612,Fatal
-0.37117,5.69484,Fatal
0.9303,0.99206,Ok
0.2377,6.71327,Ok
0.21311,6.93799,Ok
-0.19317,1.59035,Ok
0.85154,1.43711,Ok
0.20887,6.93452,Ok
-0.16111,1.59617,Ok
0.2542,7.01975,Ok
0.88356,1.02829,Ok
0.24229,6.79619,Ok
0.19283,6.81884,Ok
0.93655,1.45408,Ok
-0.29504,6.01292,Fatal
-0.12775,1.75981,Ok
0.94475,1.36441,Ok
0.83536,4.44992,Fatal
0.93433,1.47402,Ok
0.72443,6.79257,Ok
0.9597,4.58793,Fatal
0.84885,4.61826,Fatal
0.22356,6.90463,Ok
-0.10672,1.73327,Ok
-0.14347,1.33875,Ok
0.80781,4.31464,Fatal
-0.31532,5.95258,Fatal
0.34751,6.78052,Ok
0.99616,1.51697,Ok
0.87506,4.36622,Fatal
0.93814,0.9035,Ok
0.93138,1.34981,Ok
0.26252,7.13818,Ok
0.20061,6.85884,Ok
-0.31054,5.78238,Fatal
0.24232,7.16076,Ok
0.22484,6.59209,Ok
-0.3215,5.59011,Fatal
0.33424,7.13154,Ok
-0.34011,5.63888,Fatal
0.92239,4.37682,Fatal
0.89912,0.96492,Ok
0.93838,1.358,Ok
0.23096,7.00052,Ok
-0.05082,1.42669,Ok
0.91333,1.47856,Ok
1.00546,4.40705,Fatal
0.19314,6.96923,Ok
-0.08314,1.43504,Ok
0.97877,0.93698,Ok
-0.09757,2.21309,Ok
0.83225,4.27153,Fatal
0.87295,0.99414,Ok
-0.15331,1.8429,Ok
0.96073,1.51291,Ok
0.27086,7.3322,Ok
0.1752,7.11108,Ok
0.8136,4.70696,Fatal
0.89649,5.39269,Fatal
0.84541,1.27375,Ok
0.91648,1.46351,Ok
-0.08207,1.73601,Ok
-0.08447,1.66831,Ok
0.11586,6.92131,Ok
0.97461,4.44601,Fatal
0.19923,7.20131,Ok
0.84751,1.41566,Ok
-0.06057,1.22694,Ok
0.82239,4.93471,Fatal
-0.00287,1.62508,Ok
-0.35043,5.85955,Fatal
-0.09759,1.63049,Ok
0.1901,7.38532,Ok
0.83612,1.13983,Ok
-0.31696,5.85505,Fatal
0.21017,6.85728,Ok
-0.13189,1.79632,Ok
-0.14137,1.31895,Ok
-0.31045,5.785,Fatal
0.92352,1.43095,Ok
0.24364,6.97917,Ok
0.91066,4.4797,Fatal
0.73716,4.35691,Fatal
-0.11426,1.53247,Ok
-0.26732,5.70899,Fatal
0.92215,1.45182,Ok
0.8576,1.28857,Ok
-0.26165,5.98727,Fatal
-0.06053,1.22213,Ok
-0.09916,1.36386,Ok
-0.11385,1.20532,Ok
0.97738,4.25109,Fatal
-0.10223,1.44761,Ok
0.85611,5.21335,Fatal
0.89276,4.72197,Fatal
-0.36872,5.93347,Fatal
0.27604,6.8777,Ok
0.94779,0.97712,Ok
0.06826,4.69954,Ok
-0.28894,6.10089,Fatal
0.90223,4.38161,Fatal
0.22374,6.83258,Ok
0.20021,7.10823,Ok
0.98388,1.19672,Ok
-0.24697,5.96179,Fatal
0.18061,6.59961,Ok
0.89909,1.27741,Ok
0.15469,6.81961,Fatal
-0.07777,1.61595,Ok
-0.24008,5.36641,Fatal
-0.13992,1.73863,Ok
0.9456,0.80458,Ok
0.24282,6.90422,Ok
0.88283,4.56945,Fatal
-0.339,5.92147,Fatal
0.93839,1.48491,Ok
-0.14913,1.69156,Ok
0.83192,4.72288,Fatal
0.14544,7.0708,Ok
0.94974,4.50162,Fatal
-0.11431,2.00528,Ok
-0.06665,1.64474,Ok
0.23516,6.87779,Ok
-0.25993,5.95106,Fatal
-0.12261,1.39655,Ok
-0.37916,6.20274,Fatal
0.23589,7.14439,Ok
0.86717,1.05849,Ok
-0.07382,1.60163,Ok
-0.61292,5.96495,Fatal
-0.07649,1.63618,Ok
-0.29648,6.00337,Fatal
0.96392,4.77267,Fatal
0.92032,4.90814,Fatal
-0.37248,6.38346,Fatal
0.47538,6.52828,Fatal
-0.25517,6.17995,Fatal
-0.06237,1.66907,Ok
-0.25379,5.9622,Fatal
0.89156,4.64077,Fatal
0.20088,7.07752,Ok
0.86671,1.28152,Ok
-0.12767,1.70765,Ok
0.20196,7.31355,Ok
0.91065,1.11672,Ok
0.2028,6.93514,Ok
0.24664,6.74373,Ok
0.86567,5.18432,Fatal
-0.34631,5.88938,Fatal
-0.0548,1.59103,Ok
0.1423,6.83128,Ok
-0.07708,1.55166,Ok
-0.08529,1.58539,Ok
0.81493,1.14365,Ok
0.22715,7.05233,Ok
-0.26647,5.92003,Fatal
0.84425,4.86087,Fatal
-0.14795,1.2786,Ok
1.03819,1.40036,Ok
-0.11121,1.56334,Ok
-0.30718,5.87336,Fatal
0.16818,7.05864,Ok
0.95398,1.39233,Ok
-0.20426,1.58428,Ok
0.25101,7.04844,Ok
-0.16221,1.32622,Ok
-0.26291,5.86371,Fatal
-0.10422,1.72189,Ok
0.24854,6.55832,Ok
0.97064,1.09922,Ok
0.94453,1.24382,Ok
0.27354,6.99204,Ok
0.9348,1.46176,Ok
0.96088,1.36864,Ok
0.24336,7.19179,Ok
0.93396,1.13731,Ok
-0.08325,1.44668,Ok
0.21678,6.83105,Ok
-0.18139,1.34287,Ok
0.86344,1.44528,Ok
0.8416,4.49808,Fatal
0.15699,6.87935,Ok
0.83382,5.02264,Fatal
0.96126,0.89312,Ok
0.92744,1.42767,Ok
0.87658,4.617,Fatal
0.90967,0.84659,Ok
0.18831,6.9054,Ok
0.90225,1.36699,Ok
-0.29296,5.68726,Fatal
0.89828,4.55236,Fatal
-0.14314,1.86042,Ok
0.22357,6.72048,Ok
0.93548,1.64608,Ok
1.01856,1.42266,Ok
0.28943,6.65276,Ok
0.29799,6.95751,Ok
-0.14111,1.2766,Ok
-0.38718,6.20625,Fatal
0.25871,7.33206,Ok
-0.32499,5.80597,Fatal
-0.06742,1.83769,Ok
0.83477,4.7223,Fatal
-0.27887,5.88824,Fatal
0.9085,1.56356,Ok
-0.0464,1.79053,Ok
0.91726,1.03665,Ok
-0.33804,5.66251,Fatal
-0.30127,5.66833,Fatal
0.88181,1.09509,Ok
0.91528,1.05093,Ok
0.22137,6.84339,Ok
0.85727,4.44086,Fatal
0.27617,7.35677,Ok
0.20983,6.9716,Ok
0.89897,1.58747,Ok
0.9124,4.39143,Fatal
0.83989,4.85121,Fatal
0.22865,6.68796,Ok
0.93527,4.29309,Fatal
0.29914,7.06391,Ok
0.15486,7.0752,Ok
-0.13055,1.30207,Ok
0.85082,4.56258,Fatal
0.88892,4.6491,Fatal
0.93068,1.13285,Ok
-0.35479,5.84922,Fatal
-0.20505,5.56869,Fatal
-0.27759,6.17835,Fatal
-0.23806,6.05301,Fatal
0.15491,7.09429,Ok
-0.18128,1.65274,Ok
-0.27929,5.49766,Fatal
0.9992,1.50199,Ok
-0.13907,5.63288,Fatal
0.24109,6.90538,Ok
0.00562,8.87701,Fatal
-0.3212,5.98857,Fatal
0.97151,4.35244,Fatal
-0.3238,5.62838,Fatal
-0.10165,1.37374,Ok
-0.08579,1.54861,Ok
-0.2909,5.92707,Fatal
-0.33876,5.62521,Fatal
-0.16272,1.53427,Ok
-0.3156,5.52762,Fatal
0.91988,4.40462,Fatal
-0.74791,6.35071,Ok
0.2544,7.27028,Ok
0.1946,7.18721,Ok
0.92511,4.73938,Fatal
-0.31066,6.18198,Fatal
0.84696,1.24371,Ok
0.93283,1.67735,Ok
0.87256,4.7912,Fatal
0.89854,4.54521,Fatal
-0.25516,6.20659,Fatal
-0.29374,5.77387,Fatal
-0.21759,1.74285,Ok
-0.2795,5.89559,Fatal
0.95368,1.36779,Ok
0.16199,7.29311,Ok
0.21729,7.29893,Ok
-0.43499,5.98998,Fatal
-0.23666,6.10668,Fatal
-0.32607,5.9875,Fatal
-0.09336,1.68048,Ok
0.26483,6.72621,Ok
0.85891,1.56654,Ok
-0.26548,5.73562,Fatal
-0.28007,5.96177,Fatal
0.96422,1.31771,Ok
-0.30473,6.23077,Fatal
0.77307,4.67679,Fatal
-0.03822,2.33109,Ok
0.25937,6.81019,Ok
-0.07394,1.5129,Ok
-0.01528,6.34318,Fatal
0.26741,7.11659,Ok
-0.33411,5.71248,Fatal
0.90597,1.78865,Ok
-0.11894,1.57272,Ok
-0.29917,5.39884,Fatal
-0.14263,1.52533,Ok
-0.30955,5.68763,Fatal
0.23265,6.86116,Ok
0.92856,4.67949,Fatal
-0.31981,5.50434,Fatal
