a,b,c,LABEL
0.10531,1.94713,1852.01754,Ok
-0.92529,2.22061,1010.60184,Fatal
0.67804,3.9139,3307.75821,Fatal
0.14083,9.11824,3445.12159,Ok
0.76141,8.08694,-861.68677,Ok
0.09258,8.85384,3627.44526,Ok
0.09032,1.96148,2054.30458,Ok
0.15755,2.58216,1858.34615,Ok
0.82324,7.77898,-621.73437,Ok
-1.05214,1.9895,784.69611,Fatal
-1.017,2.31943,782.25599,Fatal
0.10416,9.27411,3693.40309,Ok
0.74686,7.5327,-901.57619,Ok
0.87258,8.2126,-621.13651,Ok
-0.9747,1.4772,859.21646,Fatal
0.11424,1.94586,1895.71575,Ok
-1.00474,1.83951,987.12531,Fatal
0.129,2.15134,1980.6714,Ok
0.74787,3.34818,3140.87275,Fatal
0.09903,2.13928,1943.36204,Ok
0.10512,1.98012,1826.14311,Ok
0.63614,3.41213,3423.50096,Fatal
0.78572,3.53877,3523.21312,Fatal
-1.00164,2.11293,557.8886,Fatal
0.73536,3.29632,3351.67307,Fatal
0.12244,2.19579,2185.31579,Ok
0.77155,7.87686,-782.24221,Ok
0.0713,2.51107,2036.79052,Ok
0.76623,3.31628,3383.6162,Fatal
0.76239,7.78065,-366.89846,Ok
-1.0333,1.8164,756.56926,Fatal
0.69074,3.31591,3187.18301,Fatal
0.74186,7.88331,-684.40982,Ok
0.11924,2.10091,1902.91122,Ok
0.20612,9.25023,3624.49474,Ok
0.03949,1.90859,1983.84793,Ok
-0.88134,1.91072,749.19342,Fatal
0.79349,7.98166,-845.20677,Ok
0.16304,1.49008,1735.04704,Ok
0.14153,8.91971,3684.01798,Ok
0.19747,9.10771,3595.55878,Ok
0.22315,9.18443,3612.06537,Ok
0.70652,7.8976,-567.19447,Ok
0.07023,1.62818,2053.12039,Ok
-0.97566,1.77964,918.51376,Fatal
0.70035,3.59352,3275.89549,Fatal
0.81258,8.35218,-799.7224,Ok
-0.94544,1.72318,959.46079,Fatal
0.74498,7.91416,-514.23542,Ok
0.68255,3.1844,3596.56781,Fatal
-1.00518,1.91033,827.9212,Fatal
-0.90797,2.31536,986.00084,Fatal
0.23961,9.64032,2920.61689,Fatal
0.81972,8.26888,-795.94617,Ok
0.08897,9.04025,3520.065,Ok
0.12658,2.14109,1975.80816,Ok
0.2216,9.03635,3472.13539,Ok
-1.00095,2.02153,751.87496,Fatal
0.73952,3.73718,3077.87422,Fatal
-1.0032,1.82407,787.39607,Fatal
0.10724,1.95597,1818.27712,Ok
0.10387,8.73146,3766.14269,Ok
0.08015,2.01856,1992.85392,Ok
0.1091,9.14045,3530.9002,Ok
0.09912,8.86062,3665.11488,Ok
0.0663,2.01432,2027.91269,Ok
0.0899,2.08281,2122.47537,Ok
0.13466,1.99818,1841.30651,Ok
0.69284,7.88118,-997.4391,Ok
0.23158,8.86423,3486.59777,Ok
0.75765,3.66246,3277.95847,Fatal
0.75051,8.09817,-616.74633,Ok
0.15245,1.35659,1677.36722,Ok
0.07537,9.15482,3651.69549,Ok
0.17014,8.56066,3563.08992,Ok
0.15467,8.92858,3717.26582,Ok
0.15301,2.09059,1891.39263,Ok
0.76004,3.3999,3486.73067,Fatal
0.12741,9.0947,3690.17269,Ok
0.80168,8.00186,-694.24073,Ok
0.04161,2.14252,1857.3949,Ok
0.78378,3.90215,3811.26366,Fatal
0.81431,3.69922,3176.73474,Fatal
-1.07687,1.58063,961.48938,Fatal
0.10828,9.17198,3572.41148,Ok
0.0834,2.07521,2046.41565,Ok
0.05185,8.99984,3483.37396,Ok
0.15501,8.8402,3798.42758,Ok
0.13594,8.67458,3575.39423,Ok
-1.01388,1.97859,869.6108,Fatal
0.69893,3.94944,3526.8317,Fatal
0.14967,1.8807,1866.16947,Ok
0.111,1.87922,2089.8433,Ok
0.12943,2.07451,1827.37715,Ok
0.69769,7.50507,-1010.53852,Ok
0.75127,3.81509,3390.63377,Fatal
0.68515,3.3273,3418.3413,Fatal
0.6746,3.39277,3243.90742,Fatal
0.784,8.04827,-772.17297,Ok
0.17253,2.08099,1761.32806,Ok
0.3169,5.76443,-961.21278,Ok
0.77643,3.57187,3388.71329,Fatal
-0.96531,2.07505,879.13356,Fatal
0.74647,8.14898,-767.5146,Ok
0.85879,7.85438,-850.48317,Ok
-0.95268,1.49333,985.00632,Fatal
0.25358,8.36458,4564.70907,Fatal
-1.02175,1.7728,1036.64312,Fatal
-1.04323,2.20041,1176.87352,Fatal
-0.98045,2.14367,976.90577,Fatal
0.8173,7.6598,-798.18821,Ok
0.13554,2.40092,2010.38596,Ok
0.14406,1.46373,2109.67789,Ok
-1.01053,2.0253,743.97737,Fatal
0.09752,2.36513,1923.83054,Ok
0.69423,8.00412,-716.22439,Ok
0.16547,8.74946,3497.17107,Ok
0.74234,7.8987,-962.42859,Ok
0.69809,3.49431,3149.96772,Fatal
0.11742,9.012,3799.26408,Ok
0.65116,7.89239,-946.66185,Ok
0.71739,3.97949,3362.27618,Fatal
-0.97347,1.66444,845.54845,Fatal
0.69802,3.78178,3152.8461,Fatal
-1.01001,1.72551,742.54575,Fatal
-1.04143,1.5883,701.54364,Fatal
0.72676,7.6678,-928.01377,Ok
0.09882,2.47843,2030.29162,Ok
0.20025,8.66226,3505.01338,Ok
0.73364,4.2231,3268.47816,Fatal
0.15258,2.05506,2090.44002,Ok
-1.04158,2.18186,858.9078,Fatal
0.70305,3.70152,3323.01351,Fatal
0.73949,3.72388,3107.40546,Fatal
-1.00009,2.02588,732.46149,Fatal
0.75936,4.15686,3402.94262,Fatal
0.68785,3.42431,3191.29356,Fatal
0.87103,7.66494,-637.8967,Ok
0.76943,8.04153,-837.68493,Ok
0.14461,2.32297,2104.37549,Ok
0.77068,8.22008,-775.25317,Ok
0.79697,3.65503,3174.03419,Fatal
0.25386,8.77248,3624.58698,Ok
0.09757,8.98869,3695.54155,Ok
0.77325,3.53733,3094.13081,Fatal
0.12748,8.70098,3644.43549,Ok
0.14871,9.2961,3568.44189,Ok
-1.01736,1.71207,840.03811,Fatal
-0.94375,1.92162,906.90987,Fatal
0.73048,7.90477,-709.03215,Ok
0.06617,2.29324,2125.28289,Ok
0.16763,9.20931,3529.99427,Ok
0.15193,8.46262,3623.5182,Ok
0.83586,7.76359,-858.66581,Ok
0.77592,3.19694,3323.92028,Fatal
0.7358,7.84283,-677.9252,Ok
0.16328,2.28774,2160.858,Ok
-0.92864,1.62539,828.02669,Fatal
0.73288,3.2634,3471.27851,Fatal
-0.96739,1.92612,949.68936,Fatal
0.85184,3.30887,3392.04484,Fatal
0.73588,3.33402,3042.09081,Fatal
-1.06314,1.8825,915.045,Fatal
-1.01103,1.74571,811.98074,Fatal
0.67752,3.77936,3358.68519,Fatal
0.78114,3.56749,3364.46325,Fatal
0.09033,2.08137,1739.72275,Fatal
-0.17997,8.11742,2301.66846,Fatal
0.76976,7.60789,-836.84577,Ok
0.11568,1.76507,1823.38434,Ok
0.86249,8.04582,-579.98274,Ok
0.11654,9.11194,3682.55223,Ok
0.78879,8.0311,-964.327,Ok
0.18199,9.09203,3834.18496,Ok
0.76886,7.95827,-905.2452,Ok
-0.9764,2.03527,659.12809,Fatal
0.09972,9.16757,3657.2881,Ok
0.03864,1.89192,1823.8651,Ok
0.12203,8.82909,3452.29155,Ok
-0.93094,1.86232,999.37782,Fatal
0.24077,8.75655,3507.43351,Ok
0.1187,8.83086,3575.45627,Ok
0.11527,2.19052,1993.65841,Ok
0.79435,8.41384,-783.81746,Ok
0.09973,2.18343,1841.4977,Ok
-0.95201,2.02439,724.77129,Fatal
-1.01339,1.95043,702.3905,Fatal
0.17102,9.02577,3831.03316,Ok
-1.01973,1.63889,797.68742,Fatal
-0.92859,1.97079,925.96186,Fatal
0.1591,8.94113,3566.16717,Ok
0.0948,9.13943,3492.69076,Ok
0.13668,8.55087,3516.54379,Ok
0.16415,8.91118,3603.38406,Ok
0.10824,2.27684,1954.03457,Ok
0.7687,8.11125,-831.68297,Ok
0.15322,9.30641,3626.39801,Ok
0.82364,3.42256,3133.79003,Fatal
0.01002,2.06666,1978.58371,Ok
0.08441,9.37325,3521.23779,Ok
-1.07931,2.20524,727.86142,Fatal
0.76497,8.18195,-1090.75781,Ok
0.74629,7.8882,-856.66486,Ok
-1.03349,1.98219,982.96808,Fatal
0.20804,8.78141,3387.98968,Ok
-1.03785,1.90207,871.84991,Fatal
-1.07004,2.55699,815.43696,Fatal
-1.05155,2.13713,955.83188,Fatal
0.12652,2.05549,1988.36137,Ok
0.85481,7.43932,-737.52929,Ok
-1.0097,1.48264,677.89385,Fatal
0.7797,7.76617,-911.74965,Ok
0.74409,8.179,-966.40493,Ok
0.37011,9.80786,-363.92268,Fatal
0.84333,3.55396,3388.90733,Fatal
0.81649,7.67761,-664.94343,Ok
-0.95213,2.17762,567.5224,Fatal
0.10432,2.09458,1829.48741,Ok
0.70982,7.87701,-815.02746,Ok
-0.94204,1.77749,1018.0838,Fatal
-0.98361,1.92202,617.25347,Fatal
0.89393,7.28932,-898.95766,Ok
0.67868,7.80468,-595.26729,Ok
0.77647,8.05111,-705.52959,Ok
0.68847,7.57497,-778.80915,Ok
-1.0509,2.21709,1006.41256,Fatal
0.05086,2.55435,2085.58011,Ok
0.79877,8.03715,-925.13892,Ok
0.77704,7.77079,-855.49207,Ok
0.13371,9.29227,3730.69279,Ok
0.70337,8.15017,-756.5505,Ok
-0.95278,1.92748,1027.86485,Fatal
0.08214,2.1111,1931.57327,Ok
0.11158,2.16854,1772.21252,Ok
0.16798,2.39097,1762.16383,Ok
0.68285,4.01283,3447.08216,Fatal
0.01341,2.32079,1840.00806,Ok
0.79551,3.24333,3345.7788,Fatal
0.74381,3.42718,3505.30261,Fatal
0.17592,9.32138,3871.76698,Ok
0.13495,9.00462,3689.11376,Ok
0.19287,9.15,3338.45507,Ok
0.71531,7.78713,-853.24459,Ok
0.73839,8.13649,-712.50075,Ok
0.63789,3.39732,3355.24622,Fatal
0.66557,7.49025,4617.80306,Ok
0.04899,8.90827,3488.5094,Ok
0.81242,3.61669,3240.77831,Fatal
0.21276,2.02863,2020.8055,Ok
0.75402,3.3496,3153.09321,Fatal
-1.00684,1.8472,701.35717,Fatal
0.68853,3.29848,3097.2216,Fatal
-0.92197,2.16508,644.68287,Fatal
-0.98033,1.69914,874.00143,Fatal
0.08007,2.07413,1623.84732,Ok
0.10711,9.24799,3618.32351,Ok
0.01516,1.95883,2033.97101,Ok
0.16214,9.3594,3482.01708,Ok
0.15962,2.13532,2122.76005,Ok
0.20349,8.90066,3677.32143,Ok
0.68,8.22484,-804.94609,Ok
0.11473,1.90166,2134.14793,Ok
0.11621,9.4899,3718.19059,Ok
0.12524,8.65581,3848.98862,Ok
0.25505,8.92624,3599.00993,Ok
0.70937,3.55649,3169.22829,Fatal
0.71919,3.32895,3262.85801,Fatal
0.73881,8.15991,-922.77066,Ok
-0.97589,2.3467,613.57694,Fatal
0.0749,8.57121,3661.1344,Ok
0.07092,1.84088,2077.64651,Ok
-0.95311,2.1215,1007.70085,Fatal
0.77023,3.61489,3059.91581,Fatal
0.78513,3.7528,3337.81668,Fatal
0.73698,7.73591,-950.63686,Ok
0.71211,8.17632,-855.91998,Ok
0.75724,3.57661,3369.64742,Fatal
0.78872,8.00809,-976.1889,Ok
0.79386,7.77039,-899.7521,Ok
0.75195,3.49065,3444.26426,Fatal
0.09835,2.09383,1938.45025,Ok
0.14606,1.97188,1939.01538,Ok
0.17559,9.20944,3477.22039,Ok
0.21947,8.99637,3513.90682,Ok
-0.01002,2.04956,1550.86856,Ok
-0.00656,2.24992,1952.22329,Ok
0.76284,7.5416,-976.92524,Ok
0.0915,2.20962,2197.11305,Ok
0.1884,9.05302,3651.68639,Ok
0.70986,3.5296,3513.68436,Fatal
0.10704,9.08917,3656.83545,Ok
0.13206,2.39061,1925.35794,Ok
0.64942,3.79303,3285.38401,Fatal
-0.91572,2.32473,651.29007,Fatal
0.21518,8.6812,3695.59327,Ok
0.65381,3.40653,2905.32927,Fatal
0.72545,7.77733,-865.57782,Ok
0.19476,9.07319,3641.57014,Ok
0.09402,1.89122,1809.9916,Ok
0.18436,9.07599,3775.76612,Ok
0.1349,2.21856,1952.30398,Ok
-1.00568,2.11928,859.40734,Fatal
-0.9129,1.55616,1006.73263,Fatal
0.69383,3.18219,3089.56123,Fatal
0.75535,7.79721,-601.82274,Ok
-1.05946,2.42983,724.78533,Fatal
0.07042,2.19101,2073.91003,Ok
0.70495,7.82072,-729.72569,Ok
0.09331,1.99603,1870.29043,Ok
-0.83486,1.00135,-756.16987,Fatal
0.16135,8.85636,3449.5593,Ok
0.19322,8.95729,3515.84257,Ok
0.80284,3.41216,3315.66134,Fatal
0.18667,8.71837,3596.14435,Ok
-0.87265,2.01043,897.44113,Fatal
0.13292,8.96791,3565.31912,Ok
-0.97315,2.10705,815.61956,Fatal
0.18814,9.3718,3836.0792,Ok
-1.00612,1.91905,818.42355,Fatal
-1.01854,1.92762,1111.93522,Fatal
0.74541,8.48256,-1060.99737,Ok
-0.99588,2.08118,742.30678,Fatal
0.78129,8.27103,-794.61126,Ok
0.79767,8.11753,-807.25422,Ok
0.09746,8.58852,3288.28028,Ok
-1.02404,2.18564,496.55569,Fatal
0.02786,2.09473,1939.66455,Fatal
-0.98491,1.77796,938.82181,Fatal
-1.10844,2.12263,830.43929,Fatal
0.71833,3.44692,3348.36958,Fatal
0.7048,3.95438,3410.96332,Fatal
0.08821,2.03451,1841.33017,Ok
0.60897,3.36434,3534.95627,Fatal
0.76986,3.07992,3473.10808,Fatal
-1.05123,2.07447,818.10048,Fatal
0.01864,2.18737,1845.43559,Ok
0.70815,3.2321,3144.84921,Fatal
-0.97326,1.55115,926.45839,Fatal
0.77496,8.03072,-788.65256,Ok
0.67882,3.43907,3313.72098,Fatal
0.82789,8.15653,-893.42064,Ok
0.7464,3.42536,3348.63954,Fatal
0.16921,8.64817,3726.88724,Ok
0.13031,1.77736,1988.56714,Ok
0.80765,7.44729,-760.38189,Ok
-0.95463,1.82837,795.16376,Fatal
0.70584,3.29697,3328.05929,Fatal
0.98058,3.59531,3253.2669,Fatal
0.1866,1.9959,1563.1809,Ok
0.74401,3.67313,3399.0879,Fatal
0.82782,3.75206,3365.08461,Fatal
0.76015,7.86671,-556.8469,Ok
0.15953,1.95408,1852.82474,Ok
0.19279,2.22763,2122.13771,Ok
0.81785,3.53297,3429.68491,Fatal
0.77942,7.95974,-725.59343,Ok
-1.00912,1.75317,985.63094,Fatal
0.153,9.11165,3658.88525,Ok
-0.92994,2.10613,930.15348,Fatal
0.23371,8.87956,3500.37939,Ok
0.18281,9.32899,3520.33373,Ok
0.73117,3.78332,3370.7841,Fatal
0.14506,9.20668,3406.76318,Ok
0.70273,3.69397,3352.95967,Fatal
0.7614,7.72479,-841.41757,Ok
0.75201,7.89529,-904.57863,Ok
0.77511,3.88729,3401.03438,Fatal
0.88509,7.72565,-964.01868,Ok
0.74796,7.92112,-594.50153,Ok
0.09031,2.0318,2039.26973,Ok
0.16163,2.49213,2249.19157,Ok
0.10753,8.86255,3428.38858,Ok
0.1793,2.0899,1846.14026,Ok
0.09258,2.27116,2056.06719,Ok
0.15371,2.4186,2130.98444,Ok
-0.27685,2.87909,103.87193,Ok
0.71426,3.49976,3395.59182,Fatal
-1.01416,2.34482,889.58438,Fatal
0.8496,8.19857,-716.28384,Ok
-0.9568,9.87727,2633.46004,Ok
0.13873,1.70528,2203.96353,Fatal
-1.01625,1.77795,1124.06187,Fatal
0.09313,9.14109,3600.4095,Ok
-1.00265,1.57756,783.14988,Fatal
0.26115,0.35053,1498.93373,Fatal
0.79481,3.64081,3339.56282,Fatal
-0.96232,2.35431,762.97942,Fatal
0.20007,2.19416,1908.61556,Ok
0.15286,8.76943,3969.81048,Ok
-0.91459,1.44454,987.7593,Fatal
0.15977,8.92839,3573.66426,Ok
0.8027,8.18965,-1045.45237,Ok
0.02607,2.645,1855.47319,Ok
-1.01218,1.78731,480.37966,Fatal
0.13958,9.14618,3630.50803,Ok
0.72789,7.96914,-796.85108,Ok
-1.01061,1.76515,862.07218,Fatal
0.08334,2.00412,2179.63074,Ok
0.70499,3.50876,3316.00019,Fatal
0.1062,2.24606,1971.35644,Ok
0.75949,7.77482,-879.2725,Ok
-1.00182,1.70302,905.37172,Fatal
-0.99702,1.79349,927.86171,Fatal
0.19025,2.12955,1889.74583,Ok
0.13802,9.00551,3709.8423,Ok
0.13714,8.91529,3480.59483,Ok
0.75018,3.60816,3225.1935,Fatal
0.72338,3.70975,3424.60387,Fatal
0.14489,9.49576,3540.37057,Ok
-0.99265,1.8257,782.13153,Fatal
0.14809,8.82705,3384.75345,Ok
0.73238,7.21943,-862.52073,Ok
0.78071,3.16325,3263.74098,Fatal
-0.98894,1.54279,921.82885,Fatal
0.17642,8.8748,3734.70538,Ok
-0.93898,1.70299,833.06942,Fatal
0.67052,3.6561,3277.06816,Fatal
0.76649,2.97154,3455.23262,Fatal
0.8369,7.79572,-687.90329,Ok
0.08387,1.93275,1810.06284,Ok
-1.00274,2.0382,956.38046,Fatal
0.75888,8.0668,-1038.21884,Ok
-0.02446,2.56496,1746.59916,Ok
0.03902,1.99869,1663.76333,Ok
0.08814,8.74917,3809.68341,Ok
0.75502,8.27685,-636.7215,Ok
0.0892,2.19599,2174.74971,Ok
-1.03656,1.77198,603.99,Fatal
0.25401,2.4227,1736.67712,Ok
0.0885,2.52169,1782.89228,Ok
0.1545,1.89079,1816.26519,Fatal
0.11521,8.5727,3577.61576,Ok
0.12699,8.8636,3871.78277,Ok
-1.02875,1.67493,816.06623,Fatal
0.16305,1.90748,2016.49349,Ok
0.10199,1.92967,1933.57196,Ok
0.19309,8.95708,3415.64406,Ok
0.78942,3.98287,3181.36553,Fatal
0.12924,2.07835,1983.39457,Ok
0.21429,9.02993,3722.94725,Ok
0.09957,8.74197,3816.43321,Ok
-0.95571,2.43148,818.21403,Fatal
0.10141,9.11755,3642.00529,Ok
0.09757,9.23348,3423.66423,Ok
0.79596,7.64978,-526.20209,Ok
0.12117,2.00775,1976.34881,Ok
0.67619,2.96584,3162.4493,Fatal
-1.09229,1.74667,783.92968,Fatal
0.75324,8.03843,-882.92309,Ok
0.68101,3.44392,3357.58335,Fatal
-1.02001,1.77096,906.74658,Fatal
0.79547,8.51017,-806.61022,Ok
-0.98114,1.89686,941.70854,Fatal
-0.94404,1.77127,792.56567,Fatal
0.75799,3.35128,3157.34763,Fatal
-0.98102,1.77605,827.29726,Fatal
0.09612,2.41222,1841.52587,Ok
0.07419,2.3808,2115.87672,Ok
0.77896,7.80303,-928.58324,Ok
0.79041,8.27977,-746.15687,Ok
0.01185,2.28383,1751.44746,Ok
0.10274,2.02844,2169.03953,Ok
0.1012,1.78479,1969.47174,Ok
0.12974,2.12545,1824.32502,Ok
-0.96676,2.17532,895.31725,Fatal
0.11623,9.34376,3460.87093,Ok
-0.95548,2.011,798.18975,Fatal
0.92197,5.20042,4018.75564,Ok
-0.97952,2.00095,977.24073,Fatal
-0.97638,1.97703,820.16625,Fatal
-0.88827,2.185,995.87311,Fatal
0.84205,2.88986,3217.7292,Fatal
-1.0287,2.02922,786.72973,Fatal
0.22642,9.147,3448.43714,Ok
0.76016,8.12404,-878.63091,Ok
0.71429,3.73001,3456.59982,Fatal
0.73116,7.38748,-796.94138,Ok
0.85538,7.78467,-704.95353,Ok
-1.05914,2.18676,865.44051,Fatal
0.71535,3.3508,3524.44168,Fatal
0.69782,3.57814,3323.19826,Fatal
0.77041,3.74811,3010.99709,Fatal
0.76065,7.97978,-595.68811,Ok
-0.97757,2.18541,750.4731,Fatal
0.11196,2.30835,1986.49076,Ok
0.77431,3.587,3373.36301,Fatal
0.77668,3.08829,3505.45105,Fatal
0.77987,2.99676,3603.02652,Fatal
0.19341,8.58242,3480.70407,Ok
0.83159,7.93902,-499.27088,Ok
0.028,2.94501,1940.00823,Ok
0.81376,3.05922,3206.86425,Fatal
0.78854,7.56561,-689.18164,Ok
0.13036,9.32221,3567.88733,Ok
-1.08138,1.98152,1094.74139,Fatal
0.73981,7.8418,-904.67827,Ok
0.1575,8.77994,3442.30298,Ok
0.05504,1.55698,1935.8526,Ok
0.09365,8.27669,3497.55317,Ok
0.70216,3.39423,3418.86399,Fatal
-0.9372,2.04704,823.39773,Fatal
0.72512,3.70423,3180.14379,Fatal
0.10452,1.83825,1875.56941,Ok
0.65622,3.40352,3148.47045,Fatal
0.21863,8.35726,3849.66128,Ok
-1.00085,2.08657,872.99682,Fatal
0.73364,4.09374,3446.94191,Fatal
0.15384,9.14869,3669.51721,Ok
0.85238,7.8671,-815.35466,Ok
0.20576,8.68415,3758.86875,Ok
0.74426,3.47061,3462.79372,Fatal
0.74009,3.53561,3307.39712,Fatal
0.74902,3.25775,3364.53849,Fatal
0.14245,9.07057,3721.88274,Ok
0.05763,2.04021,2071.75904,Fatal
-1.00457,2.04267,726.23844,Fatal
0.15015,9.26083,3884.27629,Ok
0.68002,7.784,-862.48666,Ok
0.78443,7.68859,-680.87047,Ok
-0.98284,2.22698,785.47858,Fatal
0.73811,3.43679,3314.80515,Fatal
0.2333,9.11695,3780.72458,Ok
0.66222,3.45097,3196.97842,Fatal
-1.10682,1.82202,748.44785,Fatal
-0.9182,2.04264,784.79843,Fatal
0.85176,3.60249,3292.94163,Fatal
0.76352,3.52209,3296.9466,Fatal
0.23253,8.69404,3730.80384,Ok
0.82031,3.28069,3361.30315,Fatal
0.74199,7.66303,-646.22279,Ok
0.76351,7.567,-830.05734,Ok
0.0324,2.06269,1901.57782,Ok
0.70364,3.39629,3327.67557,Fatal
0.14309,9.17108,3573.47269,Ok
0.09811,9.58925,3758.64347,Ok
-1.02212,1.99787,596.69705,Fatal
0.18685,1.87431,1775.57286,Ok
0.16183,9.35362,3337.00482,Ok
0.1644,8.95288,3626.95517,Ok
-0.96617,2.05514,790.8469,Fatal
-1.04545,2.04492,1070.46377,Fatal
0.06489,2.74809,1753.01606,Ok
-0.98782,1.56586,742.57514,Fatal
0.13398,2.38149,1807.80302,Ok
0.18441,2.12023,1880.83757,Ok
0.10087,2.42057,1949.44489,Ok
0.05378,2.1441,1799.27481,Ok
0.2507,2.31886,1811.44259,Ok
-0.9435,1.89733,728.26048,Fatal
0.15669,1.54936,1866.16449,Ok
0.7631,4.00504,3422.50601,Fatal
0.10569,9.03606,3786.28018,Ok
-1.01063,2.23302,913.30095,Fatal
-0.97353,2.16116,985.93673,Fatal
0.09403,2.33429,1798.27788,Ok
0.12539,2.06337,1992.2608,Ok
-1.03066,1.52195,1151.03746,Fatal
-0.95248,2.62542,961.38363,Fatal
0.76911,3.35775,3185.30358,Fatal
0.77928,8.03046,-779.92447,Ok
0.74066,7.97797,-520.29088,Ok
-0.94332,1.89404,576.75728,Fatal
0.83999,8.49067,-882.1022,Ok
0.74119,7.87733,-736.06043,Ok
0.80606,7.88577,-750.87645,Ok
0.10351,9.10254,3647.3022,Ok
-0.09558,1.64533,2830.14418,Ok
0.17922,8.92061,3715.55242,Ok
0.81526,3.66427,3370.02899,Fatal
0.88654,7.90266,-1191.05628,Ok
0.70726,3.55052,3080.37547,Fatal
-1.02661,1.65616,940.99664,Fatal
0.76098,3.70363,3191.61242,Fatal
0.75082,7.97995,-534.55609,Ok
0.82172,8.44032,-905.45288,Ok
-1.07508,1.88557,830.98732,Fatal
0.1917,9.11112,3544.11714,Ok
0.14069,8.77003,3734.63712,Ok
-0.25545,9.97015,413.75364,Ok
0.10849,8.60996,3529.2301,Ok
0.78055,3.22023,3380.01452,Fatal
0.7551,3.58593,3550.52822,Fatal
-1.0043,1.69705,839.90294,Fatal
0.10795,2.0957,1719.65117,Ok
0.21646,8.82288,3574.00648,Ok
0.76738,7.68539,-608.73604,Ok
0.10103,9.03133,3775.11655,Ok
0.13765,9.14237,3766.13599,Ok
-0.99799,2.01152,765.70131,Fatal
0.11996,9.19681,3612.03702,Ok
0.11721,1.97903,1900.66018,Ok
0.14372,2.10687,1874.85328,Ok
-0.99413,2.01877,988.90376,Fatal
-1.02822,1.72806,814.77192,Fatal
0.72467,8.34074,-1035.95596,Ok
0.69154,3.87858,3443.17628,Fatal
0.79547,3.48747,3333.68506,Fatal
-0.99867,2.1544,857.15041,Fatal
-0.96369,1.94832,970.92853,Fatal
0.10627,2.20936,1981.85821,Ok
0.77325,3.60869,3317.02697,Fatal
0.79692,7.74562,-779.8801,Ok
0.85217,8.1442,-610.52637,Ok
0.18026,8.80161,3501.22848,Ok
0.68308,3.29017,3476.52756,Fatal
0.76104,3.55405,3272.50397,Fatal
0.85418,7.99256,-881.91419,Ok
-0.98536,1.90695,875.43096,Fatal
0.17371,9.21105,3812.25418,Ok
0.07014,1.87843,1830.37791,Ok
0.84397,7.90664,-893.57187,Ok
0.73166,7.78016,-924.42234,Ok
-0.88067,1.8506,944.56062,Fatal
-1.01667,2.06087,1113.08713,Fatal
0.11771,2.37494,2079.27368,Ok
-0.97517,1.7008,836.24714,Fatal
0.73576,7.69238,-570.00165,Ok
-0.86664,1.54689,744.25738,Fatal
0.84613,7.98004,-743.97609,Ok
0.19089,8.98865,3594.46877,Ok
0.09216,9.14649,3805.53845,Ok
0.19712,9.12437,3765.07857,Ok
0.15554,8.85327,3576.37882,Ok
-1.01054,2.15428,926.84582,Fatal
-0.96988,1.84871,528.357,Fatal
0.12531,9.27109,3794.26699,Ok
0.8331,7.71242,-632.05433,Ok
0.70316,3.59689,3346.19622,Fatal
0.71108,3.33443,3268.06123,Fatal
0.15041,9.07741,3638.43878,Ok
0.77866,3.53835,3492.94182,Fatal
0.15418,2.50583,1916.48851,Ok
-0.93228,1.70458,1072.10985,Fatal
0.86336,7.75164,-806.39819,Ok
0.80072,3.93897,3370.01402,Fatal
0.2456,8.93687,3617.27157,Ok
0.73904,8.38582,-773.05147,Ok
0.74287,8.00116,-742.16863,Ok
0.82687,7.55459,-875.63525,Ok
0.78341,7.97331,-828.57193,Ok
-1.04326,1.95318,588.33068,Fatal
0.72402,7.96609,-635.67514,Ok
0.0703,2.2196,1945.63248,Ok
0.77782,8.29033,-777.59877,Ok
-0.97909,1.91901,1094.48778,Fatal
0.2346,1.87992,1871.60424,Ok
0.15019,2.05739,1887.68103,Ok
0.19798,2.15878,1759.94198,Ok
0.86295,8.17118,-761.32867,Ok
0.81584,7.69589,-748.44405,Ok
0.67214,3.85321,3370.82479,Fatal
0.74861,3.80535,3363.19596,Fatal
-0.98727,2.16255,594.55786,Fatal
0.15698,8.72505,3477.84138,Ok
-0.98337,2.04195,961.74955,Fatal
0.02106,2.25754,2112.67226,Ok
0.22989,9.29937,3617.87867,Ok
0.18566,9.28178,3479.66139,Ok
0.19096,9.00769,3825.3617,Ok
0.73092,7.82375,-871.15057,Ok
0.72636,7.70482,-842.06765,Ok
0.11232,9.20019,3854.0636,Ok
0.14724,9.22434,3564.31301,Ok
0.13725,2.48132,1870.19438,Ok
0.16592,1.91551,1898.68465,Ok
0.14204,8.8792,3731.13175,Ok
0.75081,7.74129,-787.89149,Ok
0.79432,3.63836,3421.65983,Fatal
0.10843,1.72628,1718.7752,Ok
0.11808,8.92197,3373.17694,Ok
0.04003,2.07198,1966.31125,Ok
0.76565,8.03211,-838.8215,Ok
0.10697,9.52898,3522.59858,Ok
0.18281,8.9556,3440.72978,Ok
0.69287,8.05363,-878.81711,Ok
0.71818,4.03888,3257.98823,Fatal
0.79938,3.64624,3328.24041,Fatal
0.77717,8.117,-716.09554,Ok
0.17126,8.74404,3558.87616,Ok
0.68633,3.0936,3188.78608,Fatal
0.75183,3.32652,3286.31164,Fatal
0.7453,8.12456,-773.46061,Ok
-0.98844,1.69045,728.6348,Fatal
0.24656,4.89779,1920.15339,Ok
0.10355,1.9385,1847.59543,Ok
